ID,FirstName,LastName,DateJoined,Latitude,Longitude
2997413321658337,Dorothy,Crowfoot Hodgkin,2012-01-04 15:59:00,51.2157,0.244174
4469147762885653,Ethan,Garza,2013-09-28 04:23:07,52.17931,-2.190952
6484251958972983,Diego,Ribas da Cunha,2015-07-21 03:20:59,53.53654,-2.415383
9856385735729392,Guillaume,Apollinaire,2012-01-25 12:14:34,51.39693,-0.083865
5674624697472725,Pietro,Badoglio,2016-06-12 21:18:22,52.51516,-1.979724
5974819696616344,Larry Nicholson II,,2017-01-14 17:29:02,54.1134,-3.229886
3944467339566285,Nicholas,Ayers Jr.,2018-08-22 17:26:25,51.89604,0.550374
1318419456749288,Mohamed,Nasheed,2018-05-01 07:46:00,55.88308,-3.517117
2123145125475673,Chris,Brown,2017-05-11 07:14:20,54.55588,-1.177538
4179183263347229,Martin,Gregory Jr.,2016-02-06 14:19:21,52.40433,-0.707292
4791273568939631,Ronald Hale II,,2015-05-18 22:25:07,52.7629,-1.969587
9777335368652448,Sabina,Gregorič,2019-04-06 00:39:26,51.8404,1.237064
4647718471381893,Tyler,Valencia Jr.,2014-12-23 18:42:07,50.91113,-1.826805
2494613279977413,Guy,de Maupassant,2019-07-28 09:41:17,53.05546,-1.395328
1147163252246563,Gunnar,Kristensen,2014-05-25 23:49:15,54.16014,-3.184975
6661157388449232,Danielle,Graves,2015-07-19 20:12:14,50.68514,-4.140918
1352167634969715,Trine,Hagen-Rønning,2012-08-28 03:26:22,51.01722,-0.157289
8463576436288451,Angie,Pugh,2016-07-19 20:59:57,53.79009,-2.384446
5598186414681459,Meagan,Roth,2019-06-18 15:09:01,54.84993,-5.803637
4325688879244933,Siri,Solheim,2013-04-21 22:02:49,51.99028,-2.226183
4948867492628737,William,Henry Harrison,2016-09-15 21:37:22,54.85637,-7.398627
2529372689638864,Ken,Anderson,2016-09-02 16:23:38,53.64111,-2.325597
7417144686569228,Kurt,Waldheim,2014-08-04 18:18:29,54.68047,-6.007095
4679983879741865,Florent,Malouda,2012-08-05 02:57:46,50.83724,-0.3207
1513163377275859,Albrecht,Altdorfer,2014-09-14 20:16:02,51.89999,-0.199153
2565954132878469,Surayud,Chulanont,2012-01-26 21:53:31,56.06392,-4.452341
4394947971781165,Ferdinand,de Lesseps,2016-07-17 15:51:37,57.46317,-2.834428
5162552813134432,Adam,Mcmahon Jr.,2012-06-08 22:36:09,54.70113,-5.884498
5573315994478692,Juana,Mayte Castañeda,2013-01-11 00:57:52,53.4043,-2.157729
2974325629856975,Thomas,Aquinas,2012-07-11 09:28:40,52.47558,1.749319
2897269647238494,Patrick,Pearse,2015-06-20 13:59:47,51.3456,-0.256021
7725283714421453,Marianne,Cohen,2012-08-26 01:30:57,54.72058,-7.361425
5163198971588667,Diane,Townsend,2016-02-13 12:00:57,51.51053,-0.055986
4983958636571772,William,Standish Knowles,2012-01-26 17:39:55,50.77269,0.283507
2121793233578518,George,Maxwell Richards,2014-01-10 13:49:11,54.64848,-6.751775
9556381571631272,Boutros,Boutros-Ghali,2015-04-15 10:11:11,57.51285,-7.314531
4222136753549173,Nuno,Gomes,2013-05-22 02:38:04,53.68344,-2.448715
8291533683692245,Fernando,Small,2017-11-28 12:59:25,52.13514,-0.478338
1850622215943766,Pope Boniface IX,,2012-02-18 05:28:02,51.48481,-0.166587
3968224487910568,Mateusz,Tondera,2015-04-18 23:58:26,53.82742,-3.015866
2277984912674164,Hugh,Jackman,2016-04-15 14:27:34,51.14543,0.310336
8473176678833242,Rene,Krhin,2015-08-25 20:44:08,53.79813,-1.663624
2277299826758861,Taylor,Landry Jr.,2019-09-10 20:08:56,57.14996,-2.109065
6652817281575794,Ernst,Kaltenbrunner,2012-08-03 20:11:59,51.80732,-0.294582
6638732441923481,Alexis,Bledel,2017-06-23 09:57:54,55.65744,-4.685712
5194785532261361,Saint,Mesrob,2017-01-23 00:13:23,51.43006,-0.123565
2997551386697513,Georges,de La Tour,2019-02-23 10:12:38,52.53668,-2.189316
8823185254945817,Graeme,Barton,2012-05-31 14:31:51,55.45457,-4.621952
5845482583939376,Marcel,Desailly,2015-02-12 06:54:34,53.54372,-2.698528
1642736585279688,Omar,Reeves,2017-10-28 21:16:19,57.39985,-5.818581
8596388475917375,Victoria,Laboy,2014-11-11 12:04:31,53.53737,-2.062337
5245744257361273,Solomon,,2013-12-06 13:43:12,52.00193,-0.778468
3355256838644728,Colin Cannon IV,,2015-04-18 23:31:22,56.49118,-2.934185
6759189573123723,Elizabeth,Blackburn,2013-09-11 05:41:56,53.18274,-3.421726
2376837368578141,Robin,Henderson,2017-09-12 14:16:19,53.78107,-3.004562
9882253149876739,Bulat,Okudzhava,2019-06-13 03:44:56,51.10489,-1.79285
6599972865772563,Halford,John Mackinder,2015-02-13 11:36:18,51.56999,-0.393937
8432398492942386,Joël,Gruijl,2016-09-16 22:48:37,53.03818,-2.01969
7284474879919213,Jordana,Brewster,2012-05-25 21:49:47,52.75069,-0.884948
6572971603138793,Cristina,Dunn,2019-06-17 03:00:54,52.01288,-0.649259
1258821147782934,Penny,Hines,2017-03-18 03:17:25,51.24303,-0.174011
5759589239666373,Kurt,Coleman Jr.,2012-05-14 03:11:24,51.33706,1.411245
3896728864415415,Anahera,Graham,2016-08-08 19:23:17,51.07243,1.116297
4514994258532329,Alexander,Tanner,2012-01-17 10:29:17,51.90439,-0.201885
8693748744239871,Pope,Gregory XVI,2018-06-02 13:14:50,53.51942,-2.60777
8698777421185996,Angela,Gossow,2012-02-12 19:38:29,50.87154,-0.992836
4339532976287479,Sean,Penn,2019-01-14 03:58:29,51.26218,-2.515391
6121556375194547,Rhonda,Graves,2013-02-05 02:19:00,53.02285,-1.447961
2246735628915493,Christoph,Metzelder,2014-10-04 04:29:35,51.31899,-0.59655
8882315593226966,Ashikaga,Takauji,2015-12-25 17:38:21,53.20333,-0.105097
4534867346267891,Francis I,,2014-10-26 12:55:30,55.14467,-6.660183
9123939817247675,Taylor,Norman Jr.,2013-05-25 04:43:49,50.8205,-4.353675
1369879673931572,Lucas,Huisman,2015-08-07 04:33:16,53.81284,-2.20098
9585334136152186,Eduardo,dos Reis Carvalho,2013-12-01 18:59:45,54.5639,-7.382335
7658117149592765,Dolly,Parton,2019-07-30 04:07:22,54.66139,-5.930612
4156112886776593,Tiare,Matthews-Edwards,2017-07-21 22:43:27,50.8271,-0.337038
1543566195689418,Mislav,Vugdelija,2018-03-17 01:44:40,51.3375,-0.640489
5788717238645636,Bashar,al-Assad,2013-10-07 15:27:18,51.4058,0.263376
2869136145891254,Warren,Beatty,2016-09-23 01:59:05,53.92156,-3.017968
3624473851774391,Albert,Abraham Michelson,2018-05-13 09:09:50,51.87278,0.354104
3929448822559785,Henry IV,,2019-11-06 00:29:00,53.19046,-2.890466
3668977649933538,John,Hunyadi,2014-04-23 00:34:40,53.68004,-0.622795
8276685218647572,James,Mcintosh Jr.,2013-06-04 23:07:35,51.5461,-0.175663
6214853663882325,Claire,Turner-Burke,2015-07-01 02:18:53,51.39404,0.495709
4523133411759869,Charlene,Baldwin,2016-06-01 02:00:46,51.37956,-0.282881
2456111465898694,Paul,Mcdonald Jr.,2017-06-12 13:51:31,54.71864,-7.274369
9779828727492643,Emil,Constantinescu,2013-09-20 22:23:14,52.93376,-4.272648
5884387525427921,Kevin,Mitnick,2019-03-10 08:26:31,51.3676,-0.264652
2123332896899471,Cindy,Simon,2017-11-30 14:00:02,53.7416,-1.50732
4676918119474933,James V,,2015-11-09 22:57:35,51.74478,-1.150901
6143753296413629,Neil,Gaiman,2013-01-05 20:19:55,54.61107,-1.048751
7917978859628166,Massimo,Busacca,2018-11-10 14:08:12,55.9037,-3.289233
6333657987524221,Sun,Myung Moon,2016-01-22 00:58:57,54.56126,-1.330049
8542978351991242,Michael Beck III,,2014-02-04 08:33:55,52.13333,-2.360588
1853165963848322,Linda,Mcfarland,2016-07-19 16:47:04,57.18753,-2.093127
4816862147772491,Gerald,Jefferson,2012-11-23 14:25:44,51.88588,-2.234106
5473464975788313,Maximilian,Kolbe,2013-07-11 08:15:50,55.17688,-3.744298
1774633391842984,Joyce,Banda,2014-01-10 08:28:22,51.33244,-2.957918
5549322975634426,Linda,Ward,2019-01-11 00:09:11,51.79493,-3.216229
6196822175265443,Heinz-Harald,Frentzen,2018-03-30 13:54:58,52.9086,-1.371472
8385213895773195,Derek,Armstrong Jr.,2018-05-04 15:22:50,57.64227,-7.487401
5655646338983491,Andrei,Rublev,2018-02-24 19:30:51,52.46374,-2.09571
3691428173438682,John,Philip Sousa,2013-06-27 14:37:13,50.76946,0.114292
2352696764214584,Kakuei,Tanaka,2018-05-11 15:59:51,54.61836,-1.564682
7923869538291411,Lee,Harvey Oswald,2017-10-02 07:01:16,51.45717,-0.40134
9573355271269932,Craig,Bellamy,2013-01-21 20:25:42,51.52391,-0.085646
2161961586924279,Stephen Santana III,,2017-06-09 16:53:59,52.51866,-2.024995
9921259158833678,Elijah,Wood,2013-03-20 04:14:14,53.06011,-2.246576
8145164142818929,John,Legend,2019-04-05 01:38:02,52.5426,-2.80199
7778953421365528,Nikolaas,Tinbergen,2016-12-18 05:36:11,51.55922,0.673078
8243891145219946,Mason,Lutz,2012-07-27 12:31:08,51.58946,-0.028207
8379289474952128,Kendra,Rojas,2017-06-13 04:40:28,51.65964,0.068878
6599164315792213,Ingvar,Carlsson,2013-07-02 01:16:47,52.48705,-1.460937
4427812332275468,Sheryl,Mckay,2019-04-14 10:40:36,54.37537,-1.715177
7226735461174818,Joan,,2016-05-02 03:05:03,52.62023,-1.186195
7686515560321498,Pope Alexander VIII,,2013-08-24 16:52:19,51.26207,1.0315
4461255989456961,Laurie,Shah,2017-08-22 02:42:06,53.49082,-2.872632
2387387128166154,Samantha,Stosur,2015-08-04 03:28:06,52.15091,-1.207946
4974392916155788,Meredith,Cummings,2015-02-02 05:21:01,51.54964,-0.23033
8755244714726296,Ryan,Bertrand,2014-09-24 01:07:18,50.7898,0.3009
2416652238677788,Raven,Barajas,2018-03-15 07:40:13,55.12968,-4.903985
6572995822788793,D. W.,Griffith,2012-02-27 05:39:36,54.00202,-0.4236
1827623577614838,Pasquale,Paoli,2019-10-14 02:59:00,51.86947,0.559562
1351916447876433,Sophia,Fernandes,2018-06-01 07:31:55,51.50882,-0.425486
7655115235629136,Leonard,Reilly,2012-07-11 05:40:25,51.62569,-3.945311
6296953983783554,Gülsalın,Çorlu Dumanlı,2015-04-21 19:46:07,52.88341,-1.452975
6151274963756551,Marion,Jones,2014-12-12 17:27:04,54.55748,-2.751673
2886043612921594,Jeffrey,Obrien Jr.,2019-03-29 01:02:34,52.16362,-2.190841
3937979556128344,Clark,Gable,2019-01-25 11:00:46,51.39175,0.171707
6397461721683752,Robert,Duvall,2017-11-21 06:33:16,51.54323,-0.096675
1231265571465938,Jared,Leto,2019-04-29 15:30:17,53.41159,-2.591999
6289574254571366,Margus,Raja,2015-09-30 02:16:06,51.75967,-0.739562
7551885426931679,Carol,Mcdowell,2014-03-01 22:47:26,51.94606,-0.278485
2529774624193463,Hr,Carl Jensen,2019-12-27 01:42:04,53.16586,-0.807442
3329689458184136,Marc,Werner,2014-08-08 00:27:02,52.40996,-1.16246
8463512133386964,Athanasius,,2017-12-24 22:10:56,51.74543,0.45949
3319528289937726,Courtney,Davidson,2017-08-16 18:32:54,53.6875,-2.633947
9398725973317626,Pope Celestine II,,2017-12-03 00:51:38,51.19179,0.19611
8473781642541751,Jonathan Velez II,,2019-07-15 22:47:29,54.48569,-0.615984
2816652945882965,Polykleitos,,2017-09-01 04:39:13,51.76164,-0.214691
9759155614983261,Connie,Young,2017-04-09 09:02:04,50.93536,-0.1791
2592476797415831,Jean,Simmons,2019-05-17 04:42:28,52.77098,-1.562542
8929947418541753,Marlene,Dietrich,2014-04-18 22:56:08,51.31778,-2.211312
6297277528593392,Albert,Lebrun,2017-03-20 15:42:10,50.87367,-0.787458
8396693937884747,Kaitlin,Holloway,2014-09-09 20:17:30,52.99058,-2.250648
4414916698528563,Alicia,Burns,2013-03-03 13:12:32,51.75403,-1.212993
1418179379986418,Paul,Klee,2014-06-19 09:01:18,51.55548,0.165663
8794339751174468,Mackenzie,Sherman,2013-03-21 08:52:41,51.28426,-1.093329
5551864379783997,Milan,van Holland,2016-10-17 19:12:43,52.31069,-0.69547
2328197766336729,William,Ramsay,2013-08-10 05:32:39,52.67589,-1.925786
5694487616151877,Camila,Benjamín Vega Urías,2017-03-03 21:02:01,51.61519,0.299347
7696651587179982,Ronald Anderson IV,,2018-05-15 00:30:23,56.15349,-3.737716
2616844754953687,Crystal,Mcguire,2019-06-28 05:08:09,52.3733,-2.327203
5242543591831984,Carlos,Johnston Jr.,2015-04-24 11:38:13,50.98106,-1.39445
3712254532844721,Esther,,2014-02-24 04:39:12,51.44181,-3.177542
6614659149275345,Felix,Wankel,2016-06-06 17:06:34,56.21165,-4.065057
4799886751331586,Viktoria,Johnsson,2014-03-20 00:08:38,50.7971,0.27069
4174263252843783,Laura,Bush,2018-01-29 02:30:10,54.10539,-2.550179
9274562699627484,Samuel Alexander III,,2014-09-09 21:57:09,55.98613,-4.311868
8642325171139823,Peggy,Lee,2015-12-25 03:33:54,51.16431,0.773368
9154774478756693,Joseph,Campbell,2014-10-01 14:30:20,51.48512,0.230961
7439589454818526,John,Dolmayan,2016-02-05 15:56:21,55.61259,-2.80267
7171183963532957,Iver,Sørensen,2017-05-15 01:32:00,54.41434,-6.802215
9966157915753338,Eartha,Kitt,2019-11-21 18:24:12,54.52481,-1.51483
7617847469171569,Randy,Cherry Jr.,2016-04-10 16:21:49,50.84354,-0.75638
9167958913264174,Karen,Ellison,2014-05-27 08:11:13,53.16174,0.23722
6527224632317699,Mihai,Ghimpu,2019-06-18 14:57:06,51.54842,0.078324
4386886327759615,Macaulay,Culkin,2019-07-12 22:32:01,51.4753,-0.141337
8163732543885245,Nicolaj,Petersen,2019-07-06 07:37:24,52.63444,1.347371
8462712234818733,Antiochus VI Dionysus,,2014-08-13 17:05:59,52.99184,-1.988294
5611793747162522,Catherine I,,2012-11-13 11:39:53,53.94553,-1.893667
8731648394218745,David,Albelda,2017-09-01 04:30:03,53.32939,-3.080827
8332519843574769,Douglas,Fairbanks,2017-05-22 05:13:40,52.92216,-1.210414
1385924579912425,Duane,Hurst,2019-12-04 18:39:46,51.225,-0.813336
7313189579642588,Carrie,Juarez,2013-07-15 09:00:00,51.51159,-0.092057
5637444759721833,Shelley,Cooper,2013-10-14 12:36:02,53.90208,-1.685026
1372533299441766,Giovanni,Battista Belzoni,2018-05-17 10:30:51,52.45772,-1.876071
6672162999174718,Ayub,Khan,2013-01-13 18:58:26,51.74914,-1.258693
2183829991738364,Eric Bell III,,2015-08-16 11:51:49,51.39988,-0.636495
4331179497562884,Todd Martin III,,2017-10-05 02:19:57,51.03586,-3.056281
6299931811553675,Evelyn,York,2017-10-01 18:09:59,54.86652,-6.268512
9744847286785138,Mohamed,Bouazizi,2016-11-21 13:28:10,53.60339,-2.17591
3769141991582626,Joe,Hahn,2018-08-08 06:46:50,52.2921,-0.598055
6550384711827566,Edward,Burne-Jones,2013-10-14 14:11:45,52.08133,-4.668585
3389545369772871,Andronikos I Komnenos,,2012-10-17 04:40:45,55.86676,-2.96626
2845411541822586,Courtney,Love,2012-06-22 06:57:40,52.86292,-4.474874
8769335673716592,Jack,Johnson,2017-04-15 22:50:24,51.51986,0.563489
2131432259866574,Elvis,Rozman,2014-09-15 02:20:38,50.1449,-5.543924
4296858851947351,Bryce,Bird,2015-12-05 09:11:56,51.34005,-0.523915
7284474879919213,Johnny,Mason,2018-11-02 09:14:29,54.56327,-1.223245
1885551636383791,Bradley,Cooper,2018-05-24 00:53:02,53.45193,-2.080296
9142424817356729,Ken,Thompson,2013-11-16 23:05:26,51.38895,-0.491247
2332686124913817,Kurt,Schuschnigg,2015-09-05 13:17:36,51.18979,-1.529979
7174378889426366,Zalman,Shazar,2017-02-18 12:31:07,50.9579,-0.514689
5949479156582733,Eugen,Trapp-Ehlert,2016-04-03 06:42:15,56.28987,-3.725142
5288951765416337,Fritz,Todt,2019-04-22 18:18:38,51.39309,0.548603
1394383857246129,Courtney,Hutchinson,2019-03-27 22:23:49,55.86876,-3.681025
4574556173498168,Zhou,Enlai,2018-08-12 23:56:01,50.8539,-1.008886
1877115279259863,Dagobert III,,2019-02-23 03:50:22,50.85421,0.560198
1373176726699539,Martin,Gilmore Jr.,2015-03-24 11:10:35,53.28725,-4.572549
3911499427383281,Máténé,Oláh Virág Beáta,2012-12-29 21:22:35,52.70672,-2.780072
1866193889225134,Scott Malone IV,,2014-02-06 02:37:52,53.52839,-2.547481
3827833478729159,Elizabeth,Taylor,2012-03-16 07:57:18,51.58067,-3.213771
7577985652394848,Mike,Portnoy,2017-08-15 02:31:26,53.35886,-2.040138
3123667452394462,Allison,Parsons,2017-06-12 22:12:38,52.41694,-1.536763
1472384688765566,Carl,Maria von Weber,2012-12-13 12:53:39,51.77258,-1.358471
6567247918874275,Jeffrey,Holmes,2015-03-11 08:57:17,54.90464,-1.385637
2575399427749634,Iannis,Xenakis,2014-11-25 07:29:22,50.88911,-1.454018
8964885917412832,Theodoric,,2015-06-26 19:30:19,54.54827,-5.925001
9332724963797858,Peter,Higgs,2013-03-31 07:05:01,51.40742,-0.166981
4651747865563319,Arnold,Vosloo,2013-12-25 18:51:16,55.94216,-4.785928
4242789825366417,Friedrich,Mohs,2016-02-04 19:27:55,53.48385,-2.25162
8626122772918891,Winona,Ryder,2015-03-13 15:00:50,50.7854,-0.674338
9224597539835317,Luigi,Cherubini,2018-12-17 21:22:41,51.51046,-0.085763
6797227549661855,Abu,al-Qasim,2013-09-29 13:39:48,51.52936,-0.086859
2841961451747887,Necmettin,Erbakan,2013-12-13 14:38:56,51.64719,-0.654864
5551269987662471,Timothy,Holder Jr.,2019-07-28 06:55:28,53.01431,-3.052767
6213491927539887,Leon,Panetta,2014-08-09 18:17:17,52.22069,0.104212
9811923658177229,Farkas,János Lajos,2012-03-14 02:31:22,51.15702,0.855831
5549284978118269,Hugo,Heras Arnal,2015-08-21 16:57:43,51.337,-0.262937
6855398128336652,Arzu,Reinhardt,2019-12-06 16:16:11,55.99376,-3.878469
2562458121911864,David,Wagner,2019-04-27 23:52:10,51.53646,-0.096092
8956931584445793,Bay,Serol Rabih Soylu,2013-10-21 01:32:27,52.49397,-0.702058
7471144755992816,Katrin,Teesalu,2016-09-01 20:45:41,51.99535,-2.149969
6978398498565567,Guy,Gonzalez,2014-02-22 03:04:50,51.46673,-0.96106
8841899292137675,Whitney,Solis,2018-09-23 16:33:23,51.34953,0.689677
5829289815154747,Antiochus,XI Epiphanes,2012-01-27 07:05:40,52.20137,-1.674034
2638211532674764,William,Weller,2013-03-14 10:06:51,53.16059,-4.284514
9813959148575322,Washington,Irving,2016-10-26 06:38:06,54.99974,-7.327291
5315383161797824,Casey,Li,2012-06-17 18:30:30,53.37419,-2.87241
6187315958981746,Ann,Dyer,2013-09-18 01:02:00,53.40298,-2.518525
2439433767655864,Olivia,Newton-John,2013-12-05 20:42:22,51.4694,-0.151007
2467837315653728,Chester,Nimitz,2016-09-10 02:49:50,56.3994,-3.474454
9836782265168294,Oscar,Gutierrez,2019-09-08 13:37:46,55.99344,-4.584664
6945489466185315,Bertolt,Brecht,2015-10-18 17:04:43,53.73841,-2.670052
1654443439156513,Horváth,Éva Margit,2015-10-24 21:57:21,52.57559,-1.133927
7713355941329517,Peyo,,2014-09-14 20:09:48,51.73234,0.475214
6345784883131596,Jon,Camacho Jr.,2015-05-01 00:53:22,52.58777,-1.137186
1932614668198857,Raila,Odinga,2017-04-16 02:15:10,54.94584,-3.004056
5187939426886575,Sextus,Pompeius,2014-12-16 00:25:12,54.58054,-1.037595
9651664819495251,Clinton,Medina Jr.,2019-08-08 15:46:29,50.87915,-0.871775
9956142312321349,Lorena,Armendáriz Jiménez,2017-11-24 13:10:44,52.48599,-2.121116
9777948688923156,Shari,Leach,2013-02-03 23:02:00,52.19404,0.894186
7574322915976369,Candice,Nunez,2013-09-06 19:00:16,51.2921,-0.206358
4574997389476515,Xavier,Ruggiero,2017-06-06 01:06:10,52.58482,-0.247245
9773153974453452,Jeffrey Ingram V,,2016-06-14 21:45:01,53.87387,-1.166114
8669381933279418,Wallis,,2019-01-15 14:54:50,51.56739,-1.738728
5493283483815462,Jacqueline,Herve,2018-02-26 01:43:51,55.02167,-7.307552
6161865327173599,Reba,McEntire,2014-06-17 01:21:09,52.85039,-3.055657
5731625937154971,Saint,Joseph,2015-11-29 19:10:46,51.52346,-3.51448
3872391376852495,Eric Chen III,,2018-11-07 22:15:12,51.23212,-0.566337
5491143342863256,Sardar,Vallabhbhai Patel,2017-06-17 21:38:44,51.5139,-0.102597
5631329477457486,Anne,,2016-02-03 07:42:01,51.06702,-3.032635
5995958654623737,Jeanne,Hayes,2015-12-05 20:34:10,52.11667,1.259146
2752178946868134,Ruben,Laursen,2018-12-25 08:53:00,51.36689,-0.279562
3677253622612818,George,Soros,2017-07-06 21:56:53,54.85126,-1.670346
9723828979165866,Scott Salazar V,,2018-11-15 23:39:52,52.63336,-1.694103
8926418219849732,Nnamdi,Azikiwe,2012-07-30 22:59:35,52.60948,-1.678601
9554768478794111,Harsha,,2014-03-13 04:00:45,51.61612,-3.956703
1333921155782642,Varga,Ferencné Márton Orsolya,2018-08-23 00:53:58,51.22327,-0.971361
8688766294117639,Lorena,Tomé-Ibañez,2012-10-08 14:47:56,51.9322,-1.667605
8171299397744145,Geraldine,Chaplin,2018-02-09 18:53:27,51.26678,0.072542
3227481944357973,Paul,Wesley,2014-07-09 18:12:27,55.84167,-3.040009
5224585191492076,Jerry,Bruckheimer,2013-01-25 12:08:01,53.60897,-2.671024
4751694942718669,Ludvik,Koželj,2017-03-31 01:38:09,52.45144,0.297485
2782462658744975,Eduardo,Chillida,2015-02-09 11:15:24,53.7194,-1.305671
5975815494147692,Eva,Stănescu,2016-04-02 05:15:55,51.65157,-0.863376
2482764769563134,Tammie,Peterson,2013-01-24 18:44:08,53.78586,-2.474653
4622447211737356,Celeste,Holm,2013-02-20 02:38:12,53.58602,-1.508239
6347853896754423,Stefanie,Fry,2015-07-04 11:32:27,53.54226,-0.510517
5897132137718252,Kathy,Walker,2015-10-19 07:29:22,51.46218,-0.147372
1821891937584224,Dakota,Simon Jr.,2015-07-24 08:55:02,53.40825,-4.34005
9145447112565876,Thomas,Pelham-Holles,2018-09-18 02:28:34,51.37672,-0.847594
8176217378349138,Michael,Spence,2018-04-19 05:46:13,50.68457,-3.246429
9778169511279866,Ties,Stoffel,2013-07-20 03:54:18,52.58466,-1.098178
5422194995397652,Orhan,Pamuk,2013-07-13 13:34:44,53.69554,-1.359057
6397981168971276,Moctezuma II,,2014-12-30 09:31:01,51.50435,-0.091134
1714855272958299,Joachim,von Ribbentrop,2017-08-19 10:39:56,51.11054,-0.186795
6447623947859635,Mary,Tudor,2017-05-17 19:43:20,53.4648,-1.97205
4456696855732338,Roald,Dahl,2019-11-11 05:27:08,51.76833,-2.600624
4156154224362745,Samantha,Arias,2015-09-20 21:07:06,51.34727,-0.797775
1674492976268974,Barbara,Matthews,2015-12-23 14:23:47,55.61205,-4.272044
4731377126284961,Randall Bennett II,,2015-03-06 06:01:54,50.72918,-3.543311
7232956771814914,Stephen,Fry,2019-07-26 06:45:32,51.78322,-1.366203
3656362927594953,Bernard,Kouchner,2018-11-09 22:51:20,55.45398,-4.622672
6987215529932566,Nancy,Ajram,2019-10-22 11:30:20,51.09008,0.968816
5251884929321338,Kim,Peek,2017-05-02 10:08:39,53.44787,-1.285804
4312666117998982,Miranda,Santos,2014-12-13 10:14:18,52.64654,-1.042987
4697328397812271,Doris,Weber,2019-06-17 14:35:12,51.60587,-0.665269
6121324459245577,Steven,Spielberg,2014-04-27 12:47:06,54.60336,-1.292546
7699775229661325,Wyatt,Ortiz,2017-07-02 08:33:57,53.33079,-1.483713
9731747391396926,Yasuhiro,Nakasone,2019-09-19 06:04:17,52.92863,-1.164804
5678267692274411,Joseph,Banks,2019-06-09 17:48:46,51.77594,-0.236697
4314437269967632,Morgan,Fisher,2015-06-22 06:23:20,55.93509,-4.700728
9932167121943657,Alcuin,,2019-01-04 12:39:10,50.84326,0.440299
4524582392313857,Angelos,Basinas,2012-05-09 12:47:15,50.84104,-1.767542
1859556967442162,Steve,McClaren,2018-08-04 09:43:42,52.74802,0.401121
9811437791636845,John,Wycliffe,2019-12-23 22:00:51,51.41798,-0.283397
5656321198731346,Idris I,,2015-05-08 11:58:46,51.5206,-0.062779
9352112831845995,Stefanie,Reese,2016-06-17 03:22:18,52.57585,-1.335629
2432684517288416,Shawn Hester IV,,2018-04-28 18:09:24,51.8866,-0.443841
1899907843751632,Emmy,Noether,2013-05-29 00:58:23,53.71728,-1.458766
5928751342758841,Agustín,Núñez Mancebo,2013-04-23 12:25:39,51.57234,0.266285
1127718873844423,Jordan Hicks IV,,2018-11-02 23:21:27,54.00445,-0.440888
7391659812675136,H. David,Politzer,2012-10-25 10:26:42,51.6776,-0.000254
2628857383903947,Pyrrho,,2014-07-13 23:50:48,53.06963,-0.797222
6952497718598763,Trinidad,Emilia Quevedo Espinosa,2015-02-19 14:54:48,54.52863,-5.992333
